Name,Pos,Nationality,GP,Possible_GP,Qualify_Pct,TOI_GP,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,G_60,A_60,PTS_60,SOG_60,BLK_60,HIT_60,PP_PTS_60,PIM_GP,PlusMinus_GP,Height_in,Weight_lbs,BMI,Fights,CF_pct_5v5,xGF_pct_5v5,ixG_60_5v5
Claude Giroux,C,CAN,327.0,328,0.997,18.321253822629966,14.102089704383282,2.5713047910295614,1.6478593272171251,0.851,1.572,2.424,6.74,1.282,2.444,0.741,0.306,0.006,71.0,186.0,25.94,0,53.8,52.03,0.551
Clayton Keller,C,USA,323.0,328,0.9848,19.5343653250774,16.0781217750258,3.295768833849329,0.16047471620227036,1.198,2.035,3.233,8.501,1.198,0.542,1.084,0.455,-0.043,70.0,175.0,25.11,1,53.87,52.13,0.739
Cody Ceci,D,CAN,326.0,328,0.9939,19.708282208588955,17.174437627811862,0.058588957055214684,2.475255623721881,0.103,0.579,0.682,3.119,4.529,3.203,0.0,0.239,0.058,75.0,210.0,26.25,0,48.08,47.79,0.13
Cody Glass,C,CAN,248.0,328,0.7561,13.904838709677422,12.038440860215056,1.2953629032258065,0.5710349462365591,0.783,0.887,1.67,7.116,2.245,3.271,0.244,0.383,-0.008,75.0,201.0,25.12,1,52.01,49.77,0.725
Cole Caufield,RW,USA,291.0,328,0.8872,18.45761741122566,15.128178694158077,3.3294387170675828,0.0,1.586,1.307,2.893,10.824,0.961,2.122,0.86,0.158,0.082,68.0,175.0,26.61,0,50.54,49.27,0.92
Cole Perfetti,C,CAN,272.0,328,0.8293,14.819852941176471,12.859313725490196,1.9605392156862744,0.0,0.848,1.384,2.233,7.606,1.831,2.769,0.551,0.25,0.103,71.0,185.0,25.8,0,53.02,52.87,0.757
Cole Sillinger,C,USA,288.0,328,0.878,15.400462962962962,13.373379629629632,0.795023148148148,1.2320601851851851,0.473,1.001,1.475,6.967,2.57,5.546,0.108,0.486,-0.125,72.0,202.0,27.39,4,47.77,45.74,0.649
Cole Smith,F,USA,283.0,328,0.8628,13.321378091872791,11.15718492343934,0.029505300353356845,2.1346878680800945,0.398,0.621,1.019,4.997,1.655,12.239,0.0,0.82,-0.071,75.0,195.0,24.37,19,49.55,49.87,0.711
Colin Blackwell,C,USA,230.0,328,0.7012,12.24514492753623,10.370507246376812,0.055072463768115934,1.8195652173913044,0.426,0.724,1.15,5.646,2.109,6.178,0.043,0.313,-0.07,68.0,181.0,27.52,0,49.16,47.41,0.627
Colton Parayko,D,CAN,302.0,328,0.9207,23.161313465783664,20.411865342163356,0.41782560706401767,2.331622516556291,0.292,0.626,0.918,4.435,5.859,3.56,0.034,0.278,-0.03,78.0,228.0,26.35,2,46.03,48.23,0.219
Colton Sissons,C,CAN,301.0,328,0.9177,14.928626799557032,11.876411960132891,0.8993909191583609,2.152823920265781,0.534,0.761,1.295,4.967,3.231,6.596,0.16,0.359,-0.11,73.0,200.0,26.38,2,48.58,50.9,0.702
Connor Bedard,C,CAN,219.0,246,0.8902,20.288964992389648,17.1486301369863,3.1163622526636225,0.023972602739726012,1.013,1.728,2.741,8.467,1.229,1.782,0.959,0.676,-0.447,70.0,190.0,27.26,0,43.16,41.6,0.724
Connor Brown,RW,CAN,232.0,328,0.7073,14.806034482758621,12.414224137931035,0.6691091954022987,1.7227011494252875,0.611,0.873,1.485,6.096,1.729,1.432,0.14,0.181,-0.013,72.0,184.0,24.95,0,50.28,50.45,0.714
Connor Clifton,D,USA,280.0,328,0.8537,16.791845238095238,14.754107142857144,0.02791666666666664,2.0098214285714286,0.153,0.651,0.804,3.42,5.577,10.209,0.0,0.879,0.111,72.0,196.0,26.58,14,47.71,48.03,0.171
Connor Dewar,C,CAN,281.0,328,0.8567,12.043653618030842,9.941577698695136,0.05741399762752068,2.044661921708185,0.621,0.745,1.365,5.833,3.032,9.219,0.0,0.395,0.0,70.0,187.0,26.83,7,48.32,48.8,0.697
Connor McDavid,C,CAN,307.0,328,0.936,22.19473398479913,17.915092290988053,3.5514115092290988,0.7282301845819761,1.497,3.108,4.605,9.836,1.118,2.527,1.761,0.479,0.306,73.0,194.0,25.59,0,57.84,60.19,0.894
Connor McMichael,C,CAN,246.0,328,0.75,16.355826558265584,13.573983739837397,1.4757452574525745,1.3060975609756096,0.865,1.163,2.028,6.8,1.834,1.954,0.313,0.48,0.028,72.0,180.0,24.41,2,48.0,50.05,0.911
Connor Murphy,D,USA,274.0,328,0.8354,19.199148418491482,16.76411192214112,0.05912408759124083,2.375912408759124,0.182,0.468,0.65,3.308,6.513,5.566,0.0,0.847,-0.12,76.0,212.0,25.8,16,44.99,45.32,0.131
Connor Zary,C,CAN,191.0,246,0.7764,15.13219895287958,13.177661431064573,1.9545375218150087,0.0,0.81,0.976,1.785,6.456,1.495,2.076,0.415,0.304,-0.021,72.0,178.0,24.14,0,51.9,50.05,0.704
Conor Garland,RW,USA,315.0,328,0.9604,16.313968253968252,13.771216931216932,2.044021164021164,0.4987301587301587,0.794,1.261,2.055,7.881,1.681,2.265,0.502,0.483,-0.063,70.0,165.0,23.67,6,50.92,52.69,0.681
Corey Perry,RW,CAN,288.0,328,0.878,12.514062500000001,10.725520833333333,1.7885416666666667,0.0,0.999,0.899,1.898,6.842,1.465,2.614,0.599,0.983,-0.076,75.0,210.0,26.25,24,51.69,51.84,0.723
Dakota Joshua,C,USA,254.0,328,0.7744,12.687860892388453,11.396916010498687,0.30104986876640416,0.9898950131233597,0.856,0.763,1.62,4.822,2.439,15.918,0.074,0.815,-0.047,75.0,218.0,27.25,13,47.18,50.05,0.818
Damon Severson,D,CAN,289.0,328,0.8811,20.255074971164937,18.166032295271048,1.0360438292964245,1.0529988465974625,0.307,0.902,1.209,3.833,3.977,1.753,0.113,0.626,0.076,74.0,204.0,26.19,3,51.45,51.67,0.235
Danila Yurov,RW,RUS,73.0,82,0.8902,13.266666666666666,12.433333333333334,0.6,0.2333333333333333,0.743,0.929,1.673,4.956,2.664,3.841,0.186,0.384,-0.096,73.0,178.0,23.48,0,46.51,49.27,0.786
Dante Fabbro,D,CAN,277.0,328,0.8445,17.80968712394705,16.129963898916966,0.12154031287605291,1.5581829121540312,0.231,0.511,0.742,3.928,5.838,3.527,0.012,0.531,0.032,72.0,200.0,27.12,1,49.58,52.55,0.135
Danton Heinen,C,CAN,264.0,328,0.8049,12.670959595959596,11.524431818181819,0.48049242424242417,0.6660353535353535,0.717,1.058,1.776,6.098,2.386,5.273,0.09,0.33,0.076,74.0,187.0,24.01,1,49.9,49.85,0.718
Darnell Nurse,D,CAN,321.0,328,0.9787,22.159916926272068,19.211889927310487,0.7952232606438213,2.1528037383177567,0.287,0.827,1.113,6.208,5.381,5.162,0.067,0.994,0.087,76.0,215.0,26.17,13,51.11,53.54,0.235
Darren Raddysh,D,CAN,245.0,328,0.747,19.421428571428567,16.964285714285715,1.8878911564625849,0.5692517006802721,0.441,1.362,1.803,5.624,3.253,2.585,0.53,0.453,0.094,73.0,202.0,26.65,3,53.64,53.92,0.194
David KÃ¤mpf,C,CZE,259.0,328,0.7896,13.985521235521233,11.678185328185327,0.04864864864864862,2.258687258687259,0.364,0.712,1.077,4.423,1.822,4.191,0.0,0.201,-0.046,74.0,198.0,25.42,0,46.8,44.09,0.453
David PastrÅÃ¡k,RW,,323.0,328,0.9848,20.053663570691434,16.353147574819403,3.6671826625387,0.0333333333333333,1.667,2.307,3.974,12.681,1.0,2.825,1.186,0.616,0.183,,,,0,,,
David Perron,LW,CAN,266.0,328,0.811,15.238471177944861,12.566040100250627,2.6724310776942355,0.0,0.933,1.243,2.176,7.549,1.229,5.625,0.785,0.598,-0.124,72.0,202.0,27.39,0,48.76,48.69,0.608
Dawson Mercer,C,CAN,328.0,328,1.0,17.454166666666666,14.316666666666666,1.4750000000000003,1.6624999999999999,0.901,0.849,1.75,6.225,2.232,1.467,0.314,0.28,-0.006,72.0,180.0,24.41,2,50.66,51.38,0.753
Denton Mateychuk,D,CAN,120.0,164,0.7317,18.735416666666666,16.816666666666666,0.61875,1.3,0.454,0.721,1.174,3.523,4.137,1.388,0.08,0.233,0.133,71.0,188.0,26.22,0,49.17,49.55,0.197
Devon Toews,D,CAN,306.0,328,0.9329,23.90098039215686,19.66492374727669,1.5412854030501089,2.694771241830065,0.263,1.116,1.378,4.734,3.56,1.911,0.131,0.333,0.438,73.0,191.0,25.2,0,55.64,55.54,0.253
Dmitri Voronkov,LW,RUS,211.0,246,0.8577,14.730884676145342,12.69660347551343,2.022748815165877,0.011532385466034743,1.12,1.062,2.181,7.837,2.355,5.0,0.541,0.787,0.047,77.0,234.0,27.75,6,51.0,50.27,0.915
Dmitry Kulikov,D,RUS,232.0,328,0.7073,18.305890804597702,15.907471264367814,0.059339080459770065,2.339080459770115,0.113,0.579,0.692,3.348,3.942,5.326,0.014,0.625,0.039,73.0,212.0,27.97,0,53.59,52.75,0.169
Dmitry Orlov,D,RUS,306.0,328,0.9329,20.11917211328976,17.6119825708061,1.1145969498910675,1.3925925925925926,0.214,1.023,1.238,4.493,2.748,4.649,0.312,0.425,0.013,71.0,215.0,29.98,0,56.57,54.11,0.196
Dougie Hamilton,D,CAN,243.0,328,0.7409,21.10404663923182,17.906104252400546,2.5906721536351163,0.607270233196159,0.562,1.416,1.977,8.471,3.182,2.843,0.76,0.617,0.086,78.0,230.0,26.58,0,54.24,52.93,0.303
Drake Batherson,C,CAN,325.0,328,0.9909,18.052410256410255,14.696820512820514,3.342974358974359,0.012615384615384589,1.115,1.616,2.731,8.222,1.227,4.95,1.145,0.425,-0.185,75.0,209.0,26.12,2,51.71,51.3,0.705
Drew Doughty,D,CAN,265.0,328,0.8079,24.97421383647799,20.377987421383647,2.686352201257862,1.9098742138364777,0.299,0.988,1.287,3.871,3.327,2.738,0.49,0.521,0.151,73.0,210.0,27.7,0,53.62,54.9,0.116
Drew O'Connor,F,USA,291.0,328,0.8872,14.084249713631156,12.619301260022912,0.20458190148911795,1.2603665521191294,0.703,0.732,1.435,6.954,2.269,4.04,0.029,0.388,-0.058,76.0,209.0,25.44,1,50.48,48.65,0.946
Dylan Cozens,C,CAN,324.0,328,0.9878,16.936471193415635,13.435802469135801,2.637602880658436,0.8630658436213994,1.017,1.4,2.416,8.78,1.378,6.375,0.754,0.648,-0.096,75.0,205.0,25.62,6,52.07,51.51,0.843
Dylan DeMelo,D,CAN,321.0,328,0.9787,21.070664589823465,18.592419522326065,0.09184839044652125,2.3863966770508824,0.133,0.719,0.852,2.892,4.098,4.781,0.009,0.511,0.293,73.0,194.0,25.59,0,50.31,52.53,0.108
Dylan Larkin,C,USA,304.0,328,0.9268,19.964802631578944,15.22543859649123,3.2569078947368424,1.4824561403508774,1.275,1.542,2.817,9.164,1.255,1.789,1.068,0.566,-0.049,73.0,204.0,26.91,2,51.39,48.3,0.659
Dylan Samberg,D,USA,267.0,328,0.814,18.207116104868916,15.921722846441948,0.060112359550561774,2.2252808988764046,0.123,0.617,0.741,3.801,5.418,3.271,0.025,0.404,0.243,76.0,216.0,26.29,2,52.13,52.02,0.133
Dylan Strome,C,CAN,325.0,328,0.9909,17.490974358974356,14.454205128205128,3.0118974358974357,0.024871794871794823,1.034,1.837,2.871,6.491,2.227,0.697,1.034,0.388,-0.04,76.0,200.0,24.34,0,49.68,50.06,0.688
Easton Cowan,RW,CAN,66.0,82,0.8049,14.7,13.15,1.55,0.0,0.68,1.113,1.793,5.69,1.979,4.453,0.371,0.682,-0.076,72.0,190.0,25.77,1,45.24,44.82,0.504
Eeli Tolvanen,RW,FIN,301.0,328,0.9177,15.130730897009968,12.89235880398671,1.7854928017718716,0.45287929125138426,0.909,0.975,1.884,7.206,3.583,9.551,0.474,0.302,-0.073,70.0,182.0,26.11,1,46.97,45.81,0.629
Eetu Luostarinen,C,FIN,317.0,328,0.9665,15.907570977917981,12.891587802313355,0.7934805467928496,2.222502628811777,0.583,0.928,1.511,5.295,2.665,5.913,0.107,0.36,0.114,75.0,191.0,23.87,1,54.45,52.85,0.664
Elias Lindholm,C,SWE,306.0,328,0.9329,18.549291938997822,13.850708061002178,2.8588235294117648,1.8397603485838778,0.751,1.395,2.146,6.596,2.632,3.615,0.708,0.297,-0.062,73.0,200.0,26.38,1,47.99,47.72,0.677
Elias Pettersson,C,SWE,634.0,328,1.9329,17.393690851735013,14.224132492113563,2.160199789695058,1.0093585699263932,0.767,1.458,2.225,5.844,3.966,4.521,0.718,0.325,-0.132,74.0,176.0,22.59,2,47.77,46.77,0.443
Emmitt Finnie,C,CAN,82.0,82,1.0,15.483333333333333,13.433333333333334,1.3833333333333333,0.6666666666666666,0.614,0.803,1.418,5.671,1.938,6.191,0.378,0.073,-0.122,73.0,195.0,25.72,0,49.43,48.68,0.798
Eric Robinson,LW,USA,268.0,328,0.8171,12.309390547263682,11.13942786069652,0.013432835820895495,1.1565298507462687,0.746,0.782,1.528,6.42,1.31,7.839,0.0,0.16,-0.011,74.0,220.0,28.24,1,56.39,53.52,0.984
Erik Haula,LW,FIN,306.0,328,0.9329,16.251906318082792,13.272821350762529,1.1215686274509806,1.8575163398692809,0.664,0.965,1.629,6.72,2.28,4.886,0.326,0.667,-0.029,71.0,191.0,26.64,3,50.56,50.79,0.82
Erik Karlsson,D,SWE,321.0,328,0.9787,24.170872274143303,20.2438733125649,3.1587746625129802,0.7682242990654206,0.479,1.655,2.134,6.101,2.683,0.943,0.657,0.38,-0.118,72.0,185.0,25.09,0,53.33,51.99,0.232
Erik ÄernÃ¡k,D,,276.0,328,0.8415,18.56358695652174,15.841062801932367,0.04510869565217388,2.677415458937198,0.117,0.597,0.714,3.01,4.766,7.916,0.0,0.87,0.163,,,,0,,,
Esa Lindell,D,FIN,326.0,328,0.9939,21.41635991820041,17.494683026584866,0.26707566462167687,3.6546012269938646,0.206,0.722,0.928,3.541,5.655,2.08,0.026,0.172,0.337,75.0,217.0,27.12,0,48.24,53.12,0.166
Evan Bouchard,D,CAN,327.0,328,0.997,22.38572884811417,18.52288481141692,3.144954128440367,0.7178899082568807,0.5,1.828,2.328,6.82,3.205,1.852,0.877,0.373,0.242,75.0,192.0,24.0,0,58.27,59.12,0.285
Evan Rodrigues,C,CAN,300.0,328,0.9146,16.194111111111113,14.003111111111112,1.7546666666666662,0.43633333333333324,0.667,1.074,1.741,8.534,1.284,4.063,0.408,0.467,0.043,71.0,182.0,25.38,0,56.87,54.94,0.684
Evgeni Malkin,C,RUS,288.0,328,0.878,18.17789351851852,14.83888888888889,3.3342592592592593,0.004745370370370351,1.02,1.971,2.991,8.149,1.605,1.582,1.054,0.885,-0.062,77.0,213.0,25.26,1,50.36,50.72,0.733
Fabian Zetterlund,W,SWE,315.0,328,0.9604,15.426666666666666,13.609576719576719,1.6173015873015875,0.19978835978835977,0.815,0.926,1.741,7.84,2.519,5.951,0.42,0.244,-0.108,71.0,208.0,29.01,1,46.43,46.13,0.789
Fedor Svechkov,C,RUS,122.0,164,0.7439,12.39808743169399,11.350546448087433,0.5838797814207651,0.4636612021857924,0.476,0.873,1.349,5.315,2.102,3.649,0.198,0.295,-0.189,72.0,187.0,25.36,0,49.86,47.27,0.568
Filip Forsberg,C,SWE,296.0,328,0.9024,18.548873873873873,15.328828828828831,3.212612612612612,0.007432432432432403,1.508,1.628,3.136,11.267,1.628,5.486,1.06,0.476,-0.057,73.0,205.0,27.04,1,52.17,51.19,0.961
Filip Hronek,D,CZE,288.0,328,0.878,23.564641203703705,19.576157407407408,1.9398148148148147,2.0486689814814816,0.239,1.255,1.494,4.35,2.829,3.784,0.486,0.503,0.059,72.0,190.0,25.77,1,51.97,49.77,0.15
Frank Vatrano,LW,USA,294.0,328,0.8963,16.533390022675736,13.41530612244898,1.9697278911564626,1.148356009070295,1.049,0.864,1.913,10.072,3.086,6.11,0.432,0.922,-0.248,71.0,203.0,28.31,3,46.59,45.76,0.855
FrÃ©dÃ©rick Gaudreau,C,,299.0,328,0.9116,15.459141583054627,12.575585284280937,0.9956521739130434,1.8879041248606467,0.636,0.844,1.48,5.491,2.752,1.921,0.247,0.137,-0.054,,,,0,,,
Gabriel Landeskog,LW,SWE,60.0,82,0.7317,16.383333333333333,13.85,2.5166666666666666,0.0166666666666666,0.855,1.282,2.136,8.057,1.953,5.249,0.305,0.783,0.483,73.0,215.0,28.36,1,55.51,56.42,0.972
Gabriel Vilardi,C,CAN,263.0,328,0.8018,17.492839036755388,14.465209125475287,3.0184410646387834,0.009188846641318088,1.33,1.369,2.7,6.769,1.852,1.252,0.939,0.266,0.068,75.0,216.0,27.0,0,48.55,49.9,0.777
Garnet Hathaway,RW,USA,299.0,328,0.9116,11.663656633221851,10.247826086956524,0.04515050167224077,1.3706800445930882,0.533,0.551,1.084,5.247,4.731,18.977,0.0,1.064,-0.01,74.0,212.0,27.22,14,47.46,52.47,0.62
Gustav Forsling,D,SWE,321.0,328,0.9787,22.76858774662513,19.007632398753895,0.6917964693665628,3.069158878504673,0.296,0.846,1.141,5.55,3.243,2.586,0.082,0.467,0.321,73.0,199.0,26.25,2,56.08,54.46,0.196
Gustav Nyquist,RW,SWE,262.0,328,0.7988,16.436323155216286,13.361641221374047,2.085178117048346,0.9895038167938931,0.641,1.338,1.978,5.852,1.63,2.076,0.46,0.191,-0.13,71.0,180.0,25.1,0,51.41,51.12,0.563
Hampus Lindholm,D,SWE,237.0,328,0.7226,22.580872011251756,18.232067510548518,1.8033755274261605,2.5454289732770743,0.235,1.02,1.256,4.395,3.588,1.614,0.303,0.764,0.278,76.0,217.0,26.41,1,50.8,51.01,0.16
Henri Jokiharju,D,FIN,235.0,328,0.7165,18.971985815602835,17.520283687943262,0.32191489361702125,1.1297872340425532,0.148,0.633,0.781,3.526,3.418,3.122,0.027,0.349,0.072,72.0,205.0,27.8,0,49.99,47.7,0.122
Ian Cole,D,USA,320.0,328,0.9756,19.127916666666668,16.234583333333333,0.03697916666666662,2.8563541666666667,0.088,0.578,0.667,2.921,6.381,3.715,0.0,0.778,0.116,73.0,237.0,31.26,7,50.61,53.13,0.14
Ilya Lyubushkin,D,RUS,275.0,328,0.8384,16.382727272727273,14.164666666666667,0.013454545454545401,2.2046060606060607,0.053,0.546,0.599,2.291,6.632,5.687,0.0,0.607,-0.025,74.0,206.0,26.45,3,45.27,47.04,0.115
Ilya Mikheyev,F,RUS,281.0,328,0.8567,15.950118623962041,13.677402135231318,0.5491696322657176,1.723546856465006,0.83,0.897,1.727,6.68,0.964,1.7,0.04,0.142,0.036,74.0,192.0,24.65,0,48.14,47.02,0.752
Isac LundestrÃ¶m,C,,254.0,328,0.7744,13.541338582677165,11.379396325459318,0.15183727034120736,2.01010498687664,0.297,0.611,0.907,3.681,3.018,2.686,0.035,0.071,-0.11,,,,0,,,
Ivan Barbashev,C,RUS,316.0,328,0.9634,16.445991561181433,14.837341772151897,1.405379746835443,0.20327004219409284,0.935,1.397,2.332,5.68,1.847,6.962,0.219,0.342,0.196,72.0,203.0,27.53,4,49.92,53.07,0.754
Ivan Provorov,D,RUS,328.0,328,1.0,23.316666666666666,19.45,1.0875,2.779166666666667,0.212,0.753,0.965,3.766,4.535,1.718,0.133,0.326,-0.009,73.0,224.0,29.55,1,49.03,47.75,0.171
J.J. Moser,D,CHE,295.0,328,0.8994,20.633446327683615,17.29242937853107,0.9085875706214688,2.432429378531073,0.207,0.779,0.986,3.243,4.041,2.701,0.158,0.546,0.149,74.0,183.0,23.49,5,52.69,51.49,0.193
J.T. Compher,LW,USA,317.0,328,0.9665,18.04737118822292,14.297476340694008,1.8347003154574129,1.9151945320715038,0.608,1.07,1.678,4.772,2.716,1.458,0.357,0.372,-0.054,72.0,191.0,25.9,2,44.7,45.03,0.567
J.T. Miller,C,USA,302.0,328,0.9207,19.616004415011037,14.71346578366446,3.478256070640177,1.424282560706402,1.094,2.026,3.119,7.07,1.985,7.171,1.124,0.682,-0.036,72.0,211.0,28.61,10,50.35,50.65,0.714
JJ Peterka,RW,DEU,318.0,328,0.9695,16.025157232704398,13.971016771488468,2.0379979035639413,0.016142557651991594,1.083,1.236,2.319,8.042,0.742,1.071,0.412,0.365,0.0,72.0,189.0,25.63,0,51.72,49.51,0.71
Jaccob Slavin,D,USA,276.0,328,0.8415,21.441183574879226,18.489432367149757,0.180012077294686,2.7717391304347827,0.203,0.801,1.004,4.613,4.187,1.196,0.0,0.101,0.228,75.0,207.0,25.87,0,59.1,56.67,0.203
Jack Drury,C,USA,266.0,328,0.811,12.892230576441102,11.067418546365914,0.6776942355889723,1.1471177944862154,0.49,0.91,1.4,6.421,2.747,2.327,0.175,0.376,0.086,71.0,186.0,25.94,4,58.81,55.83,0.646
Jack Eichel,C,USA,281.0,328,0.8567,20.2635231316726,15.734163701067613,3.2249110320284693,1.3044483985765123,1.191,2.16,3.351,10.474,2.234,1.496,1.033,0.21,0.302,74.0,208.0,26.7,1,51.86,55.34,0.821
Jack Hughes,C,USA,263.0,328,0.8018,20.710076045627375,17.137262357414446,3.2647655259822557,0.3080481622306717,1.366,2.159,3.525,11.765,1.267,0.364,1.234,0.175,0.038,71.0,175.0,24.4,0,55.62,54.28,0.912
Jack McBain,C,CAN,306.0,328,0.9329,13.518191721132897,11.605337690631808,0.2351851851851852,1.677668845315904,0.609,0.899,1.508,4.888,2.698,15.52,0.044,0.902,0.062,76.0,219.0,26.65,22,51.27,52.48,0.796
Jack Quinn,RW,CAN,258.0,328,0.7866,14.878811369509044,12.518733850129198,2.0122739018087854,0.3478036175710595,0.907,1.375,2.282,7.753,1.235,2.579,0.516,0.229,-0.085,73.0,185.0,24.41,1,48.8,46.88,0.7
Jack Roslovic,C,USA,286.0,328,0.872,15.332517482517483,13.277505827505827,1.4420745920745919,0.6129370629370628,0.862,1.19,2.052,7.115,1.738,1.779,0.287,0.182,-0.15,73.0,198.0,26.12,0,53.99,50.47,0.788
Jackson LaCombe,D,USA,230.0,328,0.7012,22.034710144927537,17.948768115942027,2.0182608695652173,2.0676811594202897,0.308,1.089,1.397,4.096,4.676,2.297,0.331,0.309,-0.117,74.0,208.0,26.7,1,49.68,49.78,0.25
Jacob Middleton,D,,301.0,328,0.9177,19.46533776301218,17.336212624584718,0.054097452934662206,2.0750276854928016,0.205,0.584,0.789,3.308,6.042,4.598,0.0,0.88,0.043,,,,0,,,
Jacob Trouba,D,USA,309.0,328,0.9421,21.431337648327936,18.24573894282632,0.5820388349514563,2.6035598705501615,0.199,0.716,0.915,5.481,6.668,6.487,0.063,0.754,-0.019,75.0,212.0,26.5,13,48.18,47.9,0.195
Jaden Schwartz,C,CAN,264.0,328,0.8049,17.04962121212121,14.6135101010101,2.2109848484848484,0.2251262626262626,0.946,0.986,1.933,7.465,1.813,2.346,0.413,0.295,-0.125,70.0,185.0,26.54,0,49.5,46.77,0.723
Jake DeBrusk,LW,CAN,307.0,328,0.936,16.749402823018457,13.300217155266013,2.5359934853420194,0.9131921824104235,1.132,0.968,2.1,8.915,1.785,4.131,0.782,0.208,-0.052,73.0,198.0,26.12,0,47.17,49.12,0.795
